UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,price
10.942288,1.9944477,1.3611069,3.551802,6.922515,220000
1.0678854,1.7169654,1.4922552,4.3284783,0.8647686,107500
11.674283,1.2979708,1.3877075,2.6590674,5.3220425,91000
-1.2812318,-1.0241715,-0.8739561,3.4352133,10.965525,119900
11.80024,-1.6024615,0.22441761,4.257264,7.2799864,130000
-0.62380683,-0.59466034,1.3198684,3.805968,1.4882346,138500
11.244217,1.7427245,1.5483836,3.860646,6.3401623,138000
12.38107,-1.3916851,0.9868588,2.690229,5.79987,49000
0.20285861,3.5894306,1.2033484,3.596877,7.196947,125000
-1.0533309,-2.9260883,0.9044605,3.552168,1.3433803,68500
-1.9193207,-1.1619126,-0.85249376,2.210792,9.747768,110000
-0.5902778,0.35787165,1.379726,3.2969954,-0.95405066,107300
-0.0071254587,0.7704545,-0.3139524,5.3492503,10.359507,97000
-0.23398429,0.57295805,0.4935994,3.135238,-1.2356881,110000
-1.5599293,-2.5361798,0.20080307,3.2443938,1.3954811,67500
-0.18586771,-0.11816912,-0.89196146,4.8683715,9.557095,321000
0.1236232,-1.5305324,1.6692641,4.442995,2.3745165,95000
11.928304,0.13077119,2.1402898,4.541026,6.706954,145000
10.643981,2.4902918,1.1882467,3.1219232,7.1252522,255000
-0.060814902,0.54560536,-0.44498587,5.3709507,10.246556,147999
-1.8290759,-1.7549882,-1.2350813,4.4600325,10.057612,89990
10.866274,1.9700592,1.3580672,2.4339998,5.721359,128000
11.446631,-1.8134944,0.54127,4.534702,7.1663947,79999
-1.4487934,-1.2001224,-0.44799104,3.0763457,10.156291,89000
-0.30927643,0.5481437,0.5296288,3.1591532,-0.9496344,107164
-1.636665,-1.3628399,-0.7644912,3.6405602,10.397335,272000
12.156801,0.08421317,1.070217,3.307128,5.673521,125000
11.763656,-1.9118934,0.31077245,4.0404525,7.0931787,150000
-0.19613285,1.2342423,-0.5998306,5.762976,9.920999,339900
12.168466,0.3550766,2.4275773,4.4921947,4.8391705,115000
0.10689583,0.62243754,-0.3829679,5.629301,10.319062,145000
-0.051155042,2.108917,0.0691992,2.9935095,6.9995575,270000
11.33208,-0.61454606,0.5835016,4.2542453,6.4437227,114000
-1.8412504,-1.6480653,-1.599499,2.4013543,10.0015135,72000
0.062301278,2.0696127,-0.00876933,2.7698102,6.835595,125000
-0.74393785,-0.30369076,0.9288107,3.4747639,-0.6573255,107000
-0.40472344,0.24206273,-1.0174283,4.900449,10.907599,155000
11.633333,0.55371135,0.552914,4.7074947,7.806058,125000
-0.8456727,-0.4194263,0.8252945,3.4203901,-0.8632244,106450
11.371554,-0.92436343,0.1488776,4.565353,6.7430506,99690
-0.26936832,1.0653445,-0.4328642,5.5348034,10.375762,129990
12.079359,-0.5611204,0.9148308,2.6898668,6.666232,128000
0.62086856,0.1739972,4.3303523,3.3672059,6.3975496,100927
0.5837971,0.16334137,4.3367176,3.3521802,6.3977013,61775
-0.22571608,0.69628364,0.31840345,3.0754883,-0.7736851,81570
0.6160596,-0.72252727,1.7013884,4.536497,2.3226156,134000
-0.9284229,-0.80081093,1.1288193,3.6815464,1.4687526,76446
-0.6234506,0.49746323,1.5224855,3.4946408,-0.5869106,85100
-0.21546312,-0.16675527,6.9915247,3.180361,6.7648835,95400
-1.3698496,-3.0539765,0.7146971,3.25223,1.1734381,61200
11.184631,1.5501573,1.6473817,2.7691174,4.566339,61200
-0.30478835,0.50159353,0.56911945,3.1482854,-1.2767849,106300
-0.58593506,0.35801524,1.3852414,3.3029087,-0.93975866,106200
11.881524,-0.69059503,1.0816067,3.4537342,6.640708,144900
11.294327,0.32295132,0.20796824,4.9188585,7.6300097,160000
-0.33790368,0.46686304,0.6087819,3.1666067,-1.3052124,105600
0.6249351,-0.75146157,1.6826949,4.5296493,2.372198,117700
12.141011,-0.67418617,0.69765073,2.8113763,6.326693,38500
1.9375526,1.3564146,-2.5863044,2.8557656,5.30519,81000
2.4725199,2.9770687,1.739418,4.5191655,8.200797,650000
-1.292992,-3.0496478,0.79301965,3.2359562,1.1813471,105500
2.0971272,3.1559124,1.124144,4.503403,8.250322,479000
-0.39717013,0.8019014,-1.6958101,5.3322854,10.69601,152990
9.952119,2.2647896,1.0277529,4.3633075,7.384966,280000
12.023792,-0.8967751,1.0638218,3.8154957,6.667755,114000
11.099953,1.1932832,-0.66848135,3.0301046,6.6623063,133000
-0.4546946,0.30387306,0.8545169,3.2521486,-0.23207542,114400
10.9760895,1.53682,-0.5860897,2.606399,7.1350455,167000
10.125946,3.557787,1.1655866,3.9989517,6.499441,94990
1.322358,1.8111478,1.3042352,4.164751,0.7531065,105000
11.013397,1.4816626,1.4737945,2.797248,5.325576,42900
11.912859,0.63181096,1.4427567,3.7346704,7.6558685,145000
-1.3081878,-2.478077,0.40703633,3.1550024,1.3344307,60000
0.8750141,1.5806022,-0.9043617,2.5279717,6.103152,170000
-1.4304751,-1.2082536,-0.44408587,3.0646307,10.174727,89000
-0.06342338,0.98427856,-0.35763955,5.702408,10.249242,122800
1.5495191,1.5474042,-2.6947324,2.6665812,5.220612,49500
1.2949592,1.8826327,1.3280346,4.181211,0.7812745,105000
-0.4892985,0.1710208,0.6697785,3.213031,-1.0555724,104700
-1.5325602,-2.4768662,0.1624087,3.2231467,1.4550124,58000
-1.9044443,-1.1338819,-0.62098444,2.5012896,9.796531,56000
12.023592,-1.2116523,0.94111544,2.9350982,6.4054403,67499
-0.7490149,-0.31042746,0.93265337,3.4776964,-0.6524672,104500
11.86935,0.4031388,1.4719399,3.1716242,5.107359,52000
1.3714635,1.8436768,1.297522,4.1316,0.7609968,129930
-0.8343567,-0.40616512,0.7999006,3.41746,-0.89613926,104400
5.207572,9.2327175,2.1003306,9.703404,5.907268,198000
12.067401,-1.6741358,1.0165377,2.844441,5.969479,29999
-2.2799716,-1.6655854,-1.4571228,4.2160287,9.920705,71900
-0.38931474,-0.2994576,-0.9218933,4.9544907,9.439392,139999
11.950597,-0.045943893,2.4043243,4.7490463,6.6484804,104990
-1.2788097,-3.0125942,0.779387,3.1981018,1.1930206,104000
11.40455,1.8068188,1.1453696,3.6217768,7.1750298,270000
1.1963189,-1.4300709,1.110945,4.6830397,2.2158437,88500
1.2189652,-1.4108398,1.0980932,4.6867228,2.215274,88500
0.6200249,-0.7107188,1.7375559,4.564404,2.308821,127000
0.31103224,-1.7630429,2.0171258,4.794926,2.405112,92500
0.24341415,-1.7018479,1.9126543,4.692667,2.3769422,91000
0.97167337,-0.22422747,1.5408819,4.6075597,1.9825982,165000
-0.4912742,0.3326365,1.179899,3.309477,-0.7307469,98900
0.5291298,1.5408981,0.52357227,2.6531732,6.9328437,250000
-1.0202931,-1.4420016,-2.637475,3.4532537,11.112497,101900
11.843832,0.5999335,1.5135158,3.569604,7.5687666,129500
1.9021568,1.212501,5.9951077,4.4289804,5.362389,129990
0.09791272,0.20416923,3.2832847,2.939782,6.7707705,140000
10.738603,1.7880129,2.055822,3.2728937,5.48358,132500
-2.3271465,-1.8075485,-1.6107627,3.8323133,9.622628,77000
-1.027801,0.55647767,-2.1686509,6.007088,10.191184,109999
-1.8511156,-1.6412076,-1.6131932,2.4354029,9.969735,58000
11.162382,1.5499287,1.2715389,2.253387,6.456392,139000
-0.19845608,0.531937,-2.1307762,5.685972,10.639885,69000
-1.3788546,-1.176073,-1.0084817,3.4125564,10.987993,155000
1.8044432,2.344207,0.87347287,3.347382,7.7519736,410000
10.672866,1.538035,-0.24728797,3.7327332,6.5142627,165000
-0.4734963,0.33397725,1.1526397,3.3096526,-0.7425837,106000
-1.3301809,0.67488533,5.906951,2.946885,7.007053,85124
-0.37388942,0.60341847,-2.0665014,5.6060047,10.65698,135000
5.2180686,9.239078,2.104853,9.709919,5.9015255,148000
-1.9512931,-1.059469,-0.6249513,2.5023699,9.769816,76990
-0.27111337,-0.52571225,-0.75848794,4.516877,9.543,89000
1.3426721,1.8420893,1.3198959,4.224683,0.7196075,103880
-0.19983545,1.1925505,-0.38898966,5.4922576,10.060515,225000
-0.8412846,-0.41499394,0.7727368,3.4038608,-0.9572148,103500
0.4210604,-1.4196327,1.7117615,4.549477,2.404392,115000
0.22031705,0.059872646,4.196993,3.1959257,6.4666224,72632
-1.0223789,0.6787612,-2.1469595,5.725347,10.589863,109900
0.2069599,0.056103095,4.188616,3.1899536,6.4688997,78582
-0.051505845,0.3408512,2.9822133,2.8398573,6.983942,63895
-2.466922,-1.7184436,-1.3761244,3.2104928,9.840903,58500
1.3428487,1.8461818,1.3214364,4.1867623,0.74236494,103460
12.055152,-0.8886944,0.74841046,3.5043106,6.877711,87000
0.08890611,0.5233049,-0.09894434,2.9362297,-0.88427365,103000
1.3524773,1.8368375,1.3103707,4.190503,0.7262691,107380
-0.25463662,0.57836455,0.51266235,3.130138,-1.1737207,96000
0.07838611,0.83075273,0.09196922,3.152277,-0.9157378,103000
0.10239408,0.52647465,-0.10011129,2.9379475,-0.89075476,103000
10.695362,2.1459723,0.8150083,2.8700159,7.437186,309900
-2.8000705,-1.8328902,-1.306689,3.8628979,10.200909,115500
-0.018625457,-2.3553445,1.3594103,4.288153,2.0630772,69500
0.571583,-0.7856498,1.6843106,4.5183167,2.2903607,119000
0.63638794,-0.7211191,1.716142,4.554373,2.346616,127000
-0.08245694,-1.9340932,1.4362737,4.1834674,2.188607,68000
0.12057701,-1.5907379,1.7338469,4.5156503,2.36648,91000
0.73725307,-1.8444082,1.3702729,4.641918,2.264392,92500
-0.55212295,-0.59414905,-1.0907928,4.962805,9.452803,93000
11.411554,-0.53146255,1.756351,4.346506,5.477653,85000
0.04903668,0.5246482,-2.1355264,5.9708233,10.465127,160000
0.35877606,2.943705,0.66885847,3.1972458,7.1601944,110964
11.40762,-0.91195816,0.68605244,5.211479,8.355194,190000
1.089653,1.3415012,-2.4459946,2.6731045,6.0646563,88500
0.2651688,1.2975861,-0.36983246,5.2967787,10.493036,164000
-0.5540792,0.39587107,1.3137342,3.2678,-0.9772527,102600
-0.84614307,-0.45469138,0.6972743,3.3652377,-1.071153,103400
12.446629,-0.60847235,0.3729102,2.9439585,6.855782,140000
-1.5499804,-1.5256778,-0.8396645,2.0955272,9.72725,82400
12.172334,0.076344274,1.0568601,3.2913184,5.707928,125000
-0.2725872,0.69598234,0.39626536,3.0792906,-0.63513,102000
0.89220244,2.359755,0.74373305,4.0839276,8.33134,398999
0.14154293,0.73034,-0.36146414,3.0334225,-0.4662968,91900
1.7576015,1.7356639,5.9300427,4.259161,5.819134,148760
-1.1580753,-1.2672169,-0.42477936,3.4268415,10.063477,136000
-0.29842526,0.579439,0.51748246,3.1499538,-0.93538207,100500
-1.7605644,-1.7663516,-1.1495718,4.479118,10.043912,107000
1.0101997,-0.25040615,1.5388271,4.631684,1.9833996,109444
1.8766235,1.1285985,5.9396725,4.4159145,5.3889594,137919
1.1835237,1.6923903,-2.3442323,2.36836,5.263615,87000
0.5113521,0.33556953,1.3055663,2.8140564,6.325777,102445
-0.31840107,-0.6557674,-0.78718036,4.4716015,9.524518,135000
0.31403744,-1.791353,2.0843768,4.8352337,2.402982,106000
-0.2248544,1.2144036,-0.38423753,5.4767733,10.039031,225000
12.492472,0.65402764,1.9567683,4.141353,5.791094,119000
-0.033806406,0.53400236,-2.2264926,5.955497,10.558421,96000
-0.37990934,-0.43390402,6.362355,3.2658796,6.3529024,102000
-0.31458452,0.8939759,-1.7122447,5.7935457,11.1944475,135000
-0.8331369,-0.42876172,0.710846,3.3663232,-1.054865,100450
0.09758272,0.5076741,-0.10595352,2.9239872,-0.89308167,100000
0.12728867,0.18862972,3.3425488,2.9759784,6.726807,139900
-0.091874704,0.08231442,7.7012157,3.2850668,6.8310523,115000
10.985026,1.3811706,-0.65687186,3.1422515,6.5009146,139900
11.798819,-1.1029255,-0.5678991,4.079507,6.8455153,84000
-0.85072005,-0.45588073,0.71510553,3.3756242,-1.0541207,100300
-1.2696582,-2.8898928,0.7251352,3.2004144,1.164312,100000
-1.2855469,0.6644528,5.998891,2.9473598,6.996284,76264
1.6045704,1.9338013,5.753061,4.2732186,5.660991,119835
-0.026189754,-2.3806605,1.3445582,4.2742085,2.0479107,67000
12.042378,0.9573448,0.7329756,4.192593,8.094531,130000
-1.2614633,-1.3882443,-0.806044,3.1016152,10.739011,140000
-0.3069394,0.4285375,1.9259492,3.742502,0.27801815,99918
12.245325,0.35833064,1.7496538,3.811344,5.4449234,139990
-1.0710628,-0.7914139,1.0966886,3.597221,1.383921,89842
0.20187183,0.065105096,4.1239524,3.1779888,6.4821467,85900
0.8559503,2.1469617,0.62266475,2.22011,7.14386,210000
0.30154052,-1.543064,1.8163749,4.593683,2.4427688,113500
1.2159468,-1.4194076,1.1003011,4.6877007,2.2143922,88500
12.185485,-0.13814108,1.4700353,3.2410233,4.9600344,99499
0.3958077,0.38503155,2.465914,2.955011,7.2716804,123000
0.05221609,-1.5159942,1.5369045,4.248163,2.3204753,82800
0.92482346,2.0294268,0.5627486,2.3485196,6.9481244,148500
-0.2819858,0.5260534,0.5405252,3.1497447,-1.2342173,99900
-0.1688846,0.7013915,-1.3496449,5.259335,10.409349,207777
0.21559386,0.6850421,2.7185645,2.9964485,7.337808,265000
11.798269,0.6907377,1.5526428,4.116108,7.4231763,110000
-0.30795035,0.4295596,1.9294186,3.741783,0.27913052,99809
1.058959,-1.5346247,1.185759,4.6615567,2.2031431,98700
0.93934757,-0.6836143,1.5522356,4.6429744,2.16587,175000
11.186855,1.2272096,1.9393016,3.3704336,4.6803546,167000
2.477332,2.9631712,1.7212831,4.461002,8.19517,1188001
0.149935,-2.2319565,1.2702632,4.340158,2.08398,62800
-0.045955643,-2.362196,1.3456986,4.2562733,2.0524304,64990
0.519737,-1.9666138,1.2325344,4.4688053,2.1341667,63500
-0.21399063,-0.12084573,7.0489674,3.1684911,6.8016243,95454
-0.35526463,0.39602065,0.5929408,3.1679792,-1.1972932,99800
0.1757528,0.042653196,4.1370864,3.1618297,6.4627,85900
-0.2104634,-0.087489,7.1664295,3.1873379,6.8026314,100826
-0.24998298,-0.3247226,6.942032,3.2646804,6.6099677,88466
-0.565559,0.38519797,1.339959,3.2826595,-0.9698922,99600
0.20102645,0.066849105,4.113852,3.1754477,6.484416,92900
12.178102,-0.5887677,-0.22110492,2.7747061,6.6165633,58000
-0.81920445,0.6683457,-2.1446745,5.8728447,10.486533,209990
10.839727,1.5181383,-0.8091599,3.1430619,6.376251,81000
11.482706,0.13790204,-0.9058476,3.3250735,6.4303617,75000
1.9164996,1.5069878,6.1429014,4.481612,4.894474,229000
2.2019174,1.2714822,6.905048,4.2572455,5.652019,130200
-0.06712243,0.11549722,8.243242,3.2798088,6.967878,76264
0.011013867,0.1470935,7.909484,3.3303297,6.869144,89102
11.518508,1.151834,1.7150049,2.9819524,4.379768,68900
1.0254543,0.3077629,4.368545,3.525533,6.4151683,61775
0.20233406,0.06977687,4.1079803,3.172973,6.488289,97900
-0.34716767,-0.46701223,6.6405497,3.308741,6.376989,88000
-1.085827,-0.8210029,1.0720567,3.5830088,1.3728076,88347
-0.025373004,1.0331503,-0.24971946,5.5474453,9.986934,170000
11.274777,0.06070737,-0.042360727,4.3467426,6.470207,129000
-0.7545669,-0.7265153,6.451886,3.2190871,6.0185137,98347
2.0361984,1.391468,6.223965,4.561323,4.820556,114500
2.205645,1.2722676,6.905428,4.2593846,5.645573,119500
1.7896187,2.3916228,0.8511181,3.411961,7.772509,470000
1.7257789,2.534233,0.79479676,3.5523298,7.816016,490000
-0.7388394,-0.7105871,6.461688,3.2301755,6.035283,89000
-1.0139788,-0.77904326,1.1602199,3.651034,1.435032,120000
-1.4098189,-2.3360546,0.31107453,3.3021193,1.4734174,61900
10.682593,1.9836211,2.029458,3.276876,6.04613,130000
11.251317,1.6829774,1.6699476,2.7335393,4.9006248,35500
12.187051,0.22956914,1.2748802,3.3542979,5.676749,124900
11.24748,1.7508043,1.718089,2.7540698,4.9641557,49900
10.367424,2.066521,1.7034976,3.7808008,6.699459,101900
12.4072,0.07203551,1.2922632,3.0775511,5.709802,44900
-0.07937276,-2.1742768,1.3961468,4.2047267,2.116562,74000
-1.6500748,-1.3429122,-0.66159487,3.7878823,10.272925,200000
-0.50575393,-0.7405601,-0.86842704,4.3537593,9.791372,115500
-0.6438076,0.11716302,-0.93613064,5.3481646,9.484273,145000
-0.1455259,0.6237921,-0.46105644,5.380185,10.241356,134000
-0.068344675,0.6972557,-0.24233304,5.2298994,9.920679,170000
12.060313,-1.4769025,-0.3798358,3.9341507,7.0490775,99700
0.8254718,1.3558358,1.6425555,4.222208,1.2283357,109835
11.739151,-0.26837575,2.1454353,4.7062583,6.551309,144900
0.8787924,-0.14102513,1.6423099,4.586554,1.94069,132900
-0.54136825,0.19654012,1.3638791,3.422363,-0.60086364,96800
0.081959,-1.6869932,1.755461,4.5286393,2.3634915,82800
-0.51516515,0.27838004,1.3194206,3.3764508,-0.652849,99800
11.203067,-1.4679134,0.6453721,5.2544074,7.9677925,239000
-0.242699,-0.65578705,-1.0178063,4.65659,9.46676,120000
13.036817,0.8226091,2.442459,4.5604606,5.296127,124988
1.3502392,1.8302702,1.3321223,4.170061,0.8084843,100500
0.5312008,0.2095782,2.2772017,2.955429,7.2085505,160000
-0.6518647,-0.59312963,1.3121543,3.792137,1.4786074,138500
1.0502498,1.1061033,-1.7379714,2.667176,2.25025,130000
2.299275,2.8639748,1.4635854,4.152916,8.1055155,725000
1.3258864,1.835053,1.3370112,4.231458,0.7570654,167000
-2.0706933,-1.0520227,-0.6722165,2.4942796,9.695132,98900
-1.306864,0.65994716,5.9058166,2.9526126,7.004239,99999
0.86751413,-0.16417588,1.6276518,4.58001,1.9776955,122000
-0.41511154,-0.71599984,-1.0828975,4.6385655,9.518929,129990
11.3692875,-0.46910757,1.8439834,4.437136,5.5305843,127000
11.689001,0.15397999,0.6751594,4.80414,8.053599,134900
-0.4249404,1.0907316,-0.6398247,5.3296304,10.080423,124990
-1.8669703,-1.8743076,-2.41869,2.617601,12.07316,84500
2.0205014,1.4054217,6.2273526,4.5595803,4.8120914,117082
-0.06198957,-0.20867637,-0.44833183,4.7580147,9.758228,129500
-1.1246691,0.3428307,-1.4723282,6.0828133,9.625125,116000
11.398079,-1.612252,0.67105013,4.565136,7.223131,185000
-0.5819693,0.20127219,1.475355,3.4328752,-0.6544655,88200
0.065619275,-1.6406634,1.7198455,4.4741893,2.3732893,82800
-0.6051156,0.30227545,1.5014522,3.3789244,-0.84187967,78500
-0.5848268,-0.58085895,1.3359722,3.8219578,1.5090487,82800
-0.66841274,-0.5348635,1.3798654,3.8249779,1.522854,97500
-1.0692136,-2.925756,0.8945718,3.5233912,1.335125,74000
-0.50670433,0.14092737,0.6668977,3.2257092,-1.0349501,125000
11.272412,1.6519563,1.5939885,2.6929705,4.843827,45500
-1.3784461,-2.4042692,0.32278845,3.2632563,1.4575402,70000
11.337486,1.1905053,1.8154515,3.1605444,4.5810766,73780
1.6671518,2.5227659,0.69035065,3.948989,7.996949,349000
-0.0002197404,0.6594903,-0.188254,2.948258,-1.2513918,99247
-0.0020346905,0.654692,-0.15187356,2.966209,-1.2514902,82500
-1.2737004,-2.9584908,0.7437774,3.3400998,1.1622535,67500
0.94578224,2.0897036,0.60885423,2.1733792,7.0989075,270000
0.9527884,2.0801854,0.6031386,2.1751099,7.070872,330000
0.17212103,0.039683398,4.2723103,3.1995802,6.456225,157000
1.674614,1.8176169,5.670651,4.3310337,5.4864593,149700
-0.2709233,0.5937351,0.5064769,3.139646,-1.0720379,98900
-2.953601,-1.8545748,-1.3049908,4.0131183,10.277348,85000
-0.9660714,-1.3479909,-1.2287369,3.7886207,10.475563,155000
10.548719,1.8710773,-0.09693454,3.7985406,6.31315,155000
-0.26966596,0.5856515,0.5109577,3.1291933,-1.0843438,107500
0.20678091,1.8030181,-0.041766047,3.0351744,7.227294,199000
13.033433,-0.93509424,0.8425669,3.412151,5.7648587,82500
-1.5342045,-1.5292387,-0.82852584,2.0930574,9.727527,63900
12.735707,-0.8837255,1.1638879,3.1884577,5.158047,90000
12.012222,-0.67682576,1.637264,3.6238244,4.627115,80000
12.032309,-0.79347783,0.8952522,3.4960594,6.734553,118000
-0.2682961,0.9911463,-0.32645506,5.2342734,10.234171,140000
12.032267,-0.6736268,1.6216284,3.6101205,4.633073,57000
-0.29899734,0.57761,0.49723414,3.150364,-0.9166467,98900
-1.0146846,-1.3995203,-2.5294569,3.5036902,11.110149,123000
12.083501,-0.08746914,2.643037,4.5908813,4.791703,125000
1.6219229,1.9133186,5.766202,4.268666,5.701368,137500
11.059022,1.9097723,1.3906311,3.86639,6.6652646,145000
0.81111753,1.3727546,1.629494,4.3390155,1.0985581,132000
0.50862926,0.32818142,1.3093412,2.812666,6.3251147,98857
0.104705274,2.175991,0.13090692,2.9419546,7.0256042,249000
1.2515924,1.7797304,1.4509856,4.001287,1.1227314,109500
3.6661267,7.0120344,0.7554483,3.3532844,6.852476,280000
-0.6008999,0.3613731,1.4096591,3.2921019,-0.97493964,98700
-1.769894,-1.7507249,-1.1491289,4.5127234,10.063096,107000
0.1412672,0.7529294,-0.059987802,3.0568085,-1.0112369,89850
-1.2487456,-1.3869952,-0.7929721,3.0971205,10.733901,140000
-0.8433183,-0.4231085,0.78417224,3.4078636,-0.9321311,98650
10.925543,-1.6395183,0.8263844,5.581011,8.676053,198000
-0.30195293,-0.34517184,1.4687766,3.9136763,1.6770624,93780
0.17171516,0.9198753,-0.29195824,5.1386113,9.810139,246999
11.058466,-1.6821378,0.70711803,5.565429,8.400481,228000
-0.40916303,0.48345873,0.9508192,3.2588465,-0.92231005,139990
-0.74547935,-0.30627236,0.9301148,3.4766407,-0.65432405,130500
-2.1141176,-1.5886657,-1.3745311,2.921941,9.755326,59900
0.6583058,1.7106138,-0.429936,3.4031045,7.067627,231880
-1.2571259,-2.8857045,0.69410324,3.2095423,1.1794854,64000
-0.21629281,0.755012,0.27800658,3.0585434,-0.66244715,98000
1.6685376,1.581862,-2.3007874,2.8149755,5.3453083,189000
11.2752,1.6522915,1.396827,3.2293434,4.5843673,84000
-0.20233096,-0.2943229,6.9536114,3.2747102,6.659943,84900
10.656312,1.7195681,2.1283393,3.0432823,5.549959,85500
10.652995,1.7344795,2.1367393,3.083789,5.5213027,91900
-0.11601628,-0.0765587,6.8813167,3.1837757,6.7687454,120080
0.54930806,0.16413032,2.3089955,2.9557252,7.2173805,123000
0.5299596,0.19810572,2.3468153,2.9584265,7.237599,124000
-0.19417407,-0.20886402,6.899548,3.19974,6.7252603,91650
2.1301458,1.2905397,6.764963,4.2660246,5.617776,118755
-0.053500377,0.69519603,-0.12726688,2.9702675,-1.1334705,93847
1.2380236,1.7326504,1.419481,4.037611,1.0630836,135521
-0.07735127,0.11259056,8.277252,3.273786,6.9745708,72632
0.0120260725,0.2722603,2.7226217,2.8032887,6.8378153,61400
-0.17542094,-0.11717163,6.8224683,3.1442833,6.776013,80500
0.1920032,0.60204417,2.7565782,2.9679754,7.3045626,156000
2.0205739,1.4054829,6.235615,4.5417833,4.850567,114500
-0.07865671,0.29644468,2.8752909,2.7889483,6.8199215,70200
-0.37462687,-0.33931494,5.949376,3.2495408,6.330858,129000
-1.5467896,-2.5085757,0.18608665,3.2382183,1.3991771,67500
-0.05339294,0.29020485,2.861243,2.797569,6.8268843,68100
2.7549264,2.6962392,2.147918,4.329759,8.196393,1500000
0.015812073,0.14998066,7.900248,3.3327475,6.8665414,90074
1.9337499,1.4899892,6.210371,4.465665,4.9513245,128900
-0.32584757,0.12058518,8.521389,3.1535287,6.8956804,86000
-0.19902885,-0.13054259,6.838632,3.1315682,6.7632117,86900
1.1476799,-0.69347924,1.4513813,4.729385,2.0754166,141000
-2.4245136,-1.6864125,-1.366868,3.141846,9.813655,59899
1.4892502,1.3451872,-1.9952716,2.7341006,5.757362,66600
-1.5332462,-1.3668348,-0.7684822,2.2421865,9.89111,64900
11.162921,0.43951517,0.28541157,5.0002704,7.7074575,187000
1.5121629,1.3944787,-2.0822918,2.8286405,5.7568784,94500
-0.31437638,0.48756227,0.5799213,3.1522446,-1.2597468,102600
11.926932,0.22078407,2.3254423,4.150584,4.8052444,132500
-0.33765817,-0.36934343,1.4523239,3.9005258,1.6844763,103000
-0.73797446,-0.58044547,1.357642,3.819337,1.5456568,84579
-0.29938835,-0.4087421,1.4106697,3.88856,1.7150126,82800
1.4178303,1.4283702,-2.2507753,2.954465,5.8432517,91400
-0.42707247,0.33363453,0.70795333,3.193973,-0.31235993,103400
11.186812,1.4176153,1.7022916,2.685844,4.196056,69500
1.5255181,1.7659034,-2.4825523,2.5869107,5.291883,86500
