UMAP1,UMAP2,UMAP3,UMAP4,UMAP5,price
1.9492701,1.332518,1.5241363,6.9182515,3.103236,110964
10.166591,0.43410072,1.5811813,7.9258695,3.5546079,190000
1.898224,1.296272,0.18809426,6.2860136,1.9024637,88500
1.1372943,-0.11540402,1.0592849,8.4042225,3.719276,164000
-0.4581014,0.6398685,1.8136145,4.6049843,3.4811869,102600
-0.64126235,0.7958905,1.6879925,4.6392055,2.800211,103400
10.093404,0.058132175,1.6858556,6.3059173,2.7059865,140000
0.222652,0.21785781,1.1954008,7.733103,1.2363291,82400
9.800941,-0.07901287,1.6678861,6.3464375,3.2509017,125000
-0.2435271,0.7696804,1.3908678,4.6098447,3.0984602,102000
1.7036054,0.56686354,1.4524075,7.407282,3.5896747,398999
1.3684651,0.8700761,0.17292629,4.84832,2.6439223,91900
1.2484404,0.25942883,4.356018,7.4606204,3.9540744,148760
-0.038159803,0.3042834,1.2149202,8.149179,2.0479226,136000
-0.36776036,0.84574765,1.3834054,4.3789024,3.1927814,100500
-0.52654266,-0.1517448,0.72419786,7.972298,2.2042444,107000
0.68812084,-0.36385512,0.92292374,5.276334,3.8538845,109444
1.2751518,0.095893644,4.786404,7.4269786,4.2727375,137919
2.1918447,1.2643274,0.21380286,5.919344,2.1356063,87000
0.5845794,0.50407666,1.6733265,6.2420874,2.5976148,102445
0.43902737,-0.18369967,0.8760063,7.718146,2.533506,135000
0.2607808,-0.5922042,1.3980409,4.893292,3.1811225,106000
0.98930025,0.12553033,1.0733448,8.096995,3.647799,225000
9.483647,-0.44931996,2.2700825,6.8494725,4.05003,119000
0.7265768,-0.4440806,0.038620092,8.461668,3.6967616,96000
0.4586983,0.3697878,4.030818,5.9603024,2.9642103,102000
0.62426466,-0.18405761,0.082100816,8.6924,3.605907,135000
-0.6527714,0.8076353,1.6966984,4.630777,2.8025517,100450
-0.40776274,0.9628441,1.1224271,4.026617,3.190536,100000
0.8363056,0.27619764,3.59572,6.6549964,2.9916947,139900
0.7380318,-0.07084542,4.8665223,6.0747952,3.3588538,115000
8.909934,0.2747564,1.0302287,6.254979,3.2734222,139900
10.465553,0.31922352,0.93338627,6.697106,2.9928186,84000
-0.6460602,0.79828626,1.689674,4.6353416,2.7919383,100300
-0.16791894,-0.99547714,1.1321677,4.203987,1.8918958,100000
0.6325538,0.48450682,4.235422,6.8994536,3.1427896,76264
1.1298337,0.29670155,4.3279357,7.390979,3.889228,119835
0.0030088555,-0.85969985,1.1034979,4.469446,2.3160956,67000
9.0357,-0.081571214,1.742186,7.3827815,3.1853125,130000
-0.22718608,0.3078472,0.8979559,8.281222,1.7390137,140000
-0.05535714,0.2960141,1.9758972,4.955355,3.8966694,99918
9.626899,-0.4454919,2.1947577,6.528024,4.1218143,139990
0.0772473,0.09646475,1.126193,4.44999,3.1158497,89842
0.80007505,0.01461182,4.052832,6.1470356,3.2055566,85900
2.1326342,1.0657406,1.6190956,6.9344716,2.5427973,210000
0.36308327,-0.44953275,1.4566951,5.1362023,3.2776706,113500
0.6163835,-0.34202367,0.7525529,4.8838825,3.1172018,88500
9.929229,-0.45479774,1.9492915,5.903532,3.839833,99499
1.1430112,0.31710443,3.0782537,7.1789737,2.9827912,123000
0.22515492,-0.32871804,1.3318235,5.161773,3.1276417,82800
2.0529444,0.9783191,1.5136473,6.8445535,2.4159038,148500
-0.5216808,0.8490404,1.4968351,4.2788415,3.3076015,99900
0.86556965,-0.108856335,0.579203,8.149026,3.4040432,207777
1.3605244,0.47066292,2.2729013,7.395594,3.099485,265000
9.341355,0.12228538,2.165096,7.281667,3.5605485,110000
-0.054553006,0.29251972,1.9814821,4.9577317,3.8988748,99809
0.57775384,-0.36666027,0.78210396,4.869926,3.117409,98700
0.5717597,-0.34611985,1.1582067,5.3373117,3.6607347,175000
9.230493,-0.07179914,1.9559058,5.987005,4.2486734,167000
0.0536864,-0.7370632,0.89020544,4.4571857,2.2004054,62800
0.0043054787,-0.8612084,1.1091498,4.4713197,2.3236845,64990
0.09962033,-0.6999356,0.87755466,4.4808326,2.2680328,63500
0.6351349,0.068503946,4.5724626,6.079798,3.1857758,95454
-0.54098964,0.84957975,1.5126053,4.283827,3.2890513,99800
0.79883033,0.012862169,4.059892,6.143449,3.2066076,85900
0.6553061,0.027293283,4.713953,6.0698004,3.2462757,100826
0.507559,0.22615895,4.5079184,6.084394,3.062545,88466
-0.44146824,0.6309536,1.8236182,4.622218,3.4818282,99600
0.80378413,0.008261191,4.0580873,6.1449366,3.2098112,92900
9.989202,0.14713687,1.3192774,6.1417885,2.5766056,58000
0.4422289,-0.2667409,0.11755335,8.193029,3.5041802,209990
8.703513,0.285302,0.8759959,6.2706575,3.3707097,81000
9.64291,0.399776,0.83092004,6.1940765,2.9385104,75000
1.1327943,0.1959517,4.6611905,7.5188785,4.3133216,229000
1.4721375,0.052410804,5.019362,7.4151297,4.221205,130200
0.8042732,-0.2219789,4.8339043,5.975187,3.461132,76264
0.7897824,-0.14019698,4.904416,6.0482616,3.4240344,89102
9.221793,-0.10273693,1.8538808,5.610179,4.0748405,68900
1.087706,-0.253361,4.028296,6.249474,3.4314325,61775
0.7991119,0.015614236,4.0594044,6.151944,3.2069595,97900
0.38187557,0.33132297,4.433677,5.9269404,2.9627135,88000
0.09792369,0.07132728,1.1015766,4.4704413,3.0756352,88347
0.8902593,-0.079606675,1.0488,8.169206,3.6366856,170000
9.861198,0.52004707,1.0038364,6.6904883,3.3096783,129000
0.31573528,0.39530227,4.223315,5.6661534,2.864039,98347
1.0917134,0.19753443,4.721696,7.561835,4.3793135,114500
1.4701341,0.05278813,5.0215254,7.4168334,4.224351,119500
2.3014507,0.55177015,1.4431647,7.177427,3.3354406,470000
2.3068748,0.60923356,1.4532461,7.2344656,3.509297,490000
0.3193655,0.39349043,4.240053,5.684398,2.8657856,89000
0.077667646,0.061111424,1.1612384,4.4798765,3.124488,120000
-0.06238717,-0.69549805,0.7273028,4.2988305,1.8361591,61900
8.929816,0.7076473,2.415635,5.949239,3.9124267,130000
9.245216,0.3879763,2.055649,5.649234,3.8998861,35500
9.599036,-0.21808329,1.895885,6.5143156,3.5133874,124900
9.262092,0.28973666,1.9753542,5.6651936,3.9531314,49900
1.4868382,0.2154093,4.3067355,7.4032607,3.9473524,101900
9.8618145,-0.33485714,1.9975327,6.0958886,3.3509908,44900
-0.0021246271,-0.8372585,1.132665,4.492553,2.3398314,74000
-0.36896798,0.026811168,0.9225892,8.104098,2.0974407,200000
0.24518302,-0.13797505,0.84768504,7.9984975,2.3138506,115500
0.54173523,-0.18945979,0.6704396,7.718311,3.5151682,145000
0.73753065,-0.14014277,0.90182114,8.279723,3.553868,134000
0.84845906,-0.0959763,1.0517969,8.154507,3.554242,170000
10.592457,0.33647656,1.033982,6.6246157,2.8887882,99700
0.86464596,-0.02934278,1.0848769,5.6334753,4.2293534,109835
9.896039,0.2091436,2.2686076,7.0246816,3.9448028,144900
0.6918182,-0.29615927,1.0324206,5.4156075,3.8848934,132900
-0.34888104,0.5405667,1.7294211,4.744381,3.375235,96800
0.19289562,-0.4795068,1.3792925,4.956262,3.0741835,82800
-0.34968853,0.560695,1.7474701,4.735405,3.3964367,99800
10.383459,0.53847903,1.4258649,7.7470484,3.599254,239000
0.53299475,-0.23678215,0.798889,7.6764965,2.5977972,120000
9.650594,-0.76110125,2.5205288,6.8992896,4.430195,124988
0.83530897,-0.103501156,0.85225385,5.281325,4.6020293,100500
1.1435767,0.27564746,2.9665668,7.164883,2.9173844,160000
0.06164167,0.059055693,1.4226022,4.7993894,3.2069867,138500
1.5170535,0.83118474,0.09308539,4.9917517,2.623634,130000
2.4841297,0.4221077,1.6391563,7.356019,3.7698286,725000
0.83535105,-0.1188755,0.84835756,5.2721677,4.6027308,167000
0.16964903,0.06789859,1.2731333,7.742401,1.3943038,98900
0.50557035,0.5114283,4.23789,6.7455444,3.0160677,99999
0.6596976,-0.31129083,1.0441058,5.417112,3.8117974,122000
0.47484136,-0.2412094,0.7471164,7.665029,2.5413883,129990
9.920708,-0.027454013,1.9914714,6.5225716,4.185499,127000
9.536987,0.15548207,1.6332246,7.670448,3.522706,134900
0.80102015,0.03889192,0.8240657,7.9827952,3.7111886,124990
-0.57352823,0.2652609,0.14923136,9.066796,1.4491255,84500
1.1202708,0.19359627,4.703353,7.5397096,4.347403,117082
0.7121642,-0.23590875,1.0634423,8.027619,3.1012313,129500
0.2933093,-0.35675305,0.38755926,7.8063955,3.4582696,116000
10.63243,0.57860756,1.4308016,7.0640144,3.3827195,185000
-0.39661077,0.5452285,1.8142987,4.737068,3.4546053,88200
0.2125578,-0.40182933,1.3839597,5.0495524,3.098942,82800
-0.45159432,0.58177865,1.8478851,4.6735168,3.4938211,78500
0.076743074,0.03948465,1.4464788,4.8892756,3.2169518,82800
0.13610613,-0.04085517,1.4315231,4.8463335,3.2685847,97500
-0.10652729,-0.98998,1.1660763,4.2659082,2.0350857,74000
-0.5522203,0.85619223,1.5422173,4.40159,3.1042433,125000
9.386365,0.25491235,1.7707051,5.5270314,3.8358366,45500
-0.06393888,-0.71661294,0.7612356,4.2996087,1.8471246,70000
9.222242,-0.041005716,1.8735201,5.694436,4.096736,73780
2.0395548,0.45909092,1.3558557,7.360955,3.7277112,349000
-0.44047385,1.0294162,1.16543,4.0308366,3.119581,99247
-0.46861193,1.0172962,1.1848464,4.0291204,3.1615458,82500
-0.15077542,-1.0198076,1.159312,4.193684,1.9237733,67500
2.173963,1.0158823,1.6009302,6.917216,2.4917796,270000
2.1567402,1.0261809,1.601862,6.9206886,2.5017684,330000
0.58033645,0.3495413,3.5537584,6.0341706,3.011773,157000
1.396154,0.4374785,1.4772763,7.3111897,3.577534,149700
-0.46744183,0.85701597,1.417693,4.2558765,3.2816405,98900
-0.8782159,0.025118617,0.6475267,7.8654513,1.9599954,85000
-0.18621306,0.10096985,0.74656624,8.391979,1.9363226,155000
8.697294,0.5710351,1.0621248,6.5498,3.6388505,155000
-0.4613573,0.855977,1.4143367,4.2647886,3.2754161,107500
1.4569731,1.0216959,1.3172396,6.933295,2.7057087,199000
10.512523,-0.17617603,1.8187464,5.9057965,3.3635268,82500
0.25219524,0.21029615,1.2059853,7.7110615,1.2443063,63900
10.443453,-0.05469738,1.7591643,5.886123,3.4271042,90000
10.189703,-0.4911177,1.9508355,5.9346967,3.9789655,80000
10.145598,0.39221796,1.7612153,6.4034224,3.133503,118000
0.8528313,0.009937317,1.0308554,8.2957735,3.6119752,140000
10.166015,-0.50744736,1.9632069,5.921554,3.9610178,57000
-0.37186056,0.8331232,1.4058435,4.413881,3.1815677,98900
-0.22043945,-0.08093724,0.18033554,8.708854,1.6193494,123000
9.727798,-0.4982177,2.3531566,6.558573,4.4689975,125000
1.2313284,0.2589437,4.3629556,7.377383,3.8734643,137500
8.859103,0.22214703,1.8342333,6.9214406,3.8369768,145000
0.82446957,-0.0113374395,1.1426498,5.606135,4.265102,132000
0.58306813,0.5043033,1.672426,6.239454,2.5963278,98857
1.6284585,1.08296,1.4016697,6.9055824,2.9882572,249000
0.9307561,-0.0032178767,0.85850835,5.449867,4.498727,109500
4.3071294,2.2280889,1.522036,6.9352975,4.2823963,280000
-0.47813103,0.64340204,1.8243905,4.5983286,3.4734132,98700
-0.5380676,-0.1754241,0.70966494,7.978261,2.201518,107000
-0.3791971,0.89935,1.132032,4.048852,3.2508287,89850
-0.23639469,0.34641582,0.9600487,8.247858,1.7674335,140000
-0.60826087,0.7795208,1.674107,4.6641493,2.8176754,98650
10.680287,0.6834976,1.5342597,8.202541,3.5913599,198000
0.11686345,0.084693894,1.4944323,5.05664,3.3546844,93780
1.0895531,0.020103876,0.98961276,7.937626,3.566857,246999
10.641134,0.64786464,1.4874134,8.154526,3.6174095,228000
-0.4246132,0.7758323,1.4579974,4.3255315,3.312062,139990
-0.45122164,0.68761533,1.6087133,4.7778015,2.8808124,130500
-0.06719286,0.102267936,0.9213541,7.711477,1.3387583,59900
1.5480881,0.6964278,0.9129242,7.002802,3.07956,231880
-0.1567738,-1.0033802,1.1493464,4.2000694,1.9012433,64000
-0.29073942,0.93542933,1.2319252,4.336605,3.091527,98000
2.1196072,1.0198404,0.10503123,5.8711348,2.4800694,189000
9.131616,0.18212104,1.5684394,5.829674,3.9305656,84000
0.5194895,0.21895789,4.4825387,6.089715,3.0573113,84900
9.056954,0.67683846,2.3814888,5.8374557,3.9159014,85500
9.0623865,0.6719859,2.3772447,5.8136797,3.9500017,91900
0.55060893,0.20739396,4.4641256,6.1230097,3.0834467,120080
1.1453239,0.2688575,2.973891,7.1595716,2.900184,123000
1.1432172,0.2789989,3.013752,7.162652,2.9257884,124000
0.5416566,0.20856854,4.4496026,6.114202,3.063532,91650
1.4506578,0.0710138,4.953795,7.417673,4.201314,118755
-0.44761693,1.0533177,1.1867764,4.0675707,3.100692,93847
0.9188661,-0.01560822,0.86007255,5.429486,4.523279,135521
0.8079399,-0.2280045,4.83732,5.9695864,3.467527,72632
0.90783906,0.37260535,3.3386488,6.9340377,2.8742378,61400
0.55677074,0.21543938,4.383925,6.12762,3.0508232,80500
1.125356,0.3470837,3.2072787,7.162566,3.0513203,156000
1.1092798,0.18368804,4.7306514,7.543261,4.369717,114500
0.87255055,0.4103249,3.4731565,6.8974366,2.947105,70200
0.60136557,0.472133,3.3631632,6.0823956,2.969411,129000
-0.07440658,-0.71893865,0.74151623,4.272495,1.7920933,67500
0.886656,0.38981265,3.4789767,6.921623,2.936239,68100
0.7908226,-0.13407247,4.9264016,6.0555973,3.4238737,90074
1.1325157,0.19124256,4.690367,7.529311,4.323164,128900
0.7185091,-0.19208267,4.934864,5.962068,3.3962376,86000
0.5473465,0.20255907,4.4421554,6.1068883,3.0601263,86900
0.7149123,-0.3882842,0.8170265,5.111281,3.8374493,141000
-0.28432313,0.1262416,0.82018954,7.648993,1.4461744,59899
2.0353103,0.98943365,0.29430318,6.2677035,2.1781669,66600
0.18039879,0.27424443,1.2271794,7.8115544,1.338028,64900
9.434281,0.34001896,1.3441731,7.742364,3.7207317,187000
2.015941,1.0146008,0.2688137,6.2851954,2.292412,94500
-0.5328422,0.8553454,1.4834406,4.246649,3.3243132,102600
9.584898,-0.41847435,2.2070186,6.434293,4.3638844,132500
0.18802895,0.044615015,1.4486054,5.100575,3.3688982,103000
0.13043784,-0.16013375,1.3580081,4.734243,3.1917257,84579
0.150069,-0.025160288,1.4073657,5.1030526,3.1976457,82800
1.9983242,1.1076299,0.17641811,6.2792516,2.261589,91400
-0.4393776,0.78710043,1.5917968,4.51804,3.2936585,103400
9.351257,0.081973866,1.705062,5.4137444,3.9799528,69500
2.2973146,1.3245691,0.044668693,5.6891637,2.2649856,86500
4.240153,2.243749,1.5040125,6.9236465,4.29124,250000
1.8671992,0.19394279,1.1961124,6.7353992,3.082806,195000
1.9632652,0.95700794,1.3534694,6.786502,2.3207483,133900
-0.4610557,1.0614179,1.1813515,4.046024,3.099591,97350
10.332992,0.65920085,1.681367,6.0054307,3.2383819,61000
-0.26087803,0.9195577,1.2428982,4.4002566,3.0720167,105000
9.347892,0.087843105,1.7015038,5.4082007,3.983489,57438
0.7896176,-0.009613289,0.79313976,8.13897,3.2857747,139000
0.8578505,-0.087264284,0.83628255,5.300625,4.6024427,112500
2.1903102,0.7938206,1.536599,7.171085,3.3018875,459999
-0.19656472,-0.13644762,1.0963417,7.693895,1.226752,50000
